"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 11, 2016","1,547.80","1,542.54","1,550.06","1,541.78","0","0.34"
"Aug 10, 2016","1,542.54","1,550.00","1,551.09","1,540.18","0","-0.48"
"Aug 09, 2016","1,550.00","1,549.96","1,552.90","1,548.37","0","0.00"
"Aug 08, 2016","1,549.96","1,550.39","1,556.32","1,548.61","0","-0.03"
"Aug 05, 2016","1,550.39","1,534.40","1,551.69","1,534.40","0","1.04"
"Aug 04, 2016","1,534.40","1,533.62","1,540.47","1,531.89","0","0.05"
"Aug 03, 2016","1,533.62","1,522.66","1,533.63","1,517.35","0","0.72"
"Aug 02, 2016","1,522.66","1,542.31","1,542.31","1,517.90","0","-1.27"
"Aug 01, 2016","1,542.31","1,545.46","1,549.17","1,538.79","0","-0.20"
"Jul 29, 2016","1,545.46","1,540.44","1,549.15","1,532.70","0","0.33"
"Jul 28, 2016","1,540.44","1,537.93","1,543.08","1,533.30","0","0.16"
"Jul 27, 2016","1,537.93","1,540.92","1,545.43","1,532.25","0","-0.19"
"Jul 26, 2016","1,540.92","1,532.93","1,541.49","1,531.75","0","0.52"
"Jul 25, 2016","1,532.93","1,537.63","1,537.63","1,529.99","0","-0.31"
"Jul 22, 2016","1,537.63","1,526.94","1,538.78","1,525.10","0","0.70"
"Jul 21, 2016","1,526.94","1,533.52","1,538.09","1,523.83","0","-0.43"
"Jul 20, 2016","1,533.52","1,523.68","1,535.95","1,520.69","0","0.65"
"Jul 19, 2016","1,523.68","1,529.49","1,529.49","1,519.99","0","-0.38"
"Jul 18, 2016","1,529.49","1,526.35","1,531.41","1,522.86","0","0.21"
"Jul 15, 2016","1,526.35","1,524.67","1,529.84","1,522.87","0","0.11"
"Jul 14, 2016","1,524.67","1,522.56","1,532.92","1,522.56","0","0.14"
"Jul 13, 2016","1,522.56","1,527.38","1,532.61","1,518.17","0","-0.32"
"Jul 12, 2016","1,527.38","1,510.06","1,532.72","1,510.06","0","1.15"
"Jul 11, 2016","1,510.06","1,498.39","1,512.99","1,498.39","0","0.78"
"Jul 08, 2016","1,498.39","1,468.99","1,499.90","1,468.99","0","2.00"
"Jul 07, 2016","1,468.99","1,466.71","1,478.47","1,462.91","0","0.16"
"Jul 06, 2016","1,466.71","1,457.39","1,467.24","1,448.73","0","0.64"
"Jul 05, 2016","1,457.39","1,477.11","1,477.11","1,449.22","0","-1.34"
"Jul 01, 2016","1,477.11","1,471.91","1,482.39","1,471.19","0","0.35"
"Jun 30, 2016","1,471.91","1,447.41","1,472.02","1,444.25","0","1.69"
"Jun 29, 2016","1,447.41","1,418.56","1,449.20","1,418.56","0","2.03"
"Jun 28, 2016","1,418.56","1,392.07","1,420.88","1,392.07","0","1.90"
"Jun 27, 2016","1,392.07","1,436.00","1,436.00","1,386.48","0","-3.06"
"Jun 24, 2016","1,436.00","1,493.20","1,493.20","1,433.50","0","-3.83"
"Jun 23, 2016","1,493.20","1,466.89","1,493.21","1,466.89","0","1.79"
"Jun 22, 2016","1,466.89","1,471.19","1,479.61","1,466.50","0","-0.29"
"Jun 21, 2016","1,471.19","1,473.58","1,474.90","1,464.63","0","-0.16"
"Jun 20, 2016","1,473.58","1,457.53","1,483.89","1,457.53","0","1.10"
"Jun 17, 2016","1,457.53","1,457.53","1,464.08","1,452.62","0","0.00"
"Jun 16, 2016","1,457.53","1,459.77","1,459.77","1,438.84","0","-0.15"
"Jun 15, 2016","1,459.77","1,456.63","1,469.96","1,456.63","0","0.22"
"Jun 14, 2016","1,456.63","1,461.43","1,463.90","1,448.23","0","-0.33"
"Jun 13, 2016","1,461.43","1,478.25","1,479.30","1,460.33","0","-1.14"
"Jun 10, 2016","1,478.25","1,502.00","1,502.00","1,474.94","0","-1.58"
"Jun 09, 2016","1,502.00","1,509.44","1,509.44","1,497.13","0","-0.49"
"Jun 08, 2016","1,509.44","1,501.75","1,510.84","1,501.75","0","0.51"
"Jun 07, 2016","1,501.75","1,496.43","1,506.02","1,494.62","0","0.36"
"Jun 06, 2016","1,496.43","1,482.04","1,498.82","1,482.04","0","0.97"
"Jun 03, 2016","1,482.04","1,489.22","1,489.22","1,472.01","0","-0.48"
"Jun 02, 2016","1,489.22","1,479.09","1,489.22","1,474.02","0","0.68"
